"","ID","log2FoldChange"
"1","FBgn0000003",2.27304079489935
"2","FBgn0000008",0.127808366826669
"3","FBgn0000014",0.717723588490062
"4","FBgn0000015",1.3734916048883
"5","FBgn0000017",0.295527542109397
"6","FBgn0000018",0.68088677134658
"7","FBgn0000022",1.70531723658079
"8","FBgn0000024",0.184440671737121
"9","FBgn0000028",0.160580711841506
"10","FBgn0000032",-0.0163532324049887
"11","FBgn0000036",0.132420166945493
"12","FBgn0000037",-0.113461486317155
"13","FBgn0000038",-0.258075277449632
"14","FBgn0000039",-0.136452903229075
"15","FBgn0000042",-0.138304478493639
"16","FBgn0000043",0.202797514512222
"17","FBgn0000044",-0.158266640793837
"18","FBgn0000045",-0.644465280928922
"19","FBgn0000046",-0.0190343078365247
"20","FBgn0000047",1.45460763317335
"21","FBgn0000052",0.198090677483907
"22","FBgn0000053",0.251830599830422
"23","FBgn0000055",1.95144479188742
"24","FBgn0000056",NA
"25","FBgn0000057",0.152391513229987
"26","FBgn0000061",-0.298478622199894
"27","FBgn0000063",0.28058925338287
"28","FBgn0000064",-0.20011316855798
"29","FBgn0000071",-1.85592133258303
"30","FBgn0000075",0.045094800240496
"31","FBgn0000077",-0.303151480403532
"32","FBgn0000078",0.0916400349805373
"33","FBgn0000079",-1.31300353899756
"34","FBgn0000083",-0.137242048880062
"35","FBgn0000084",-0.345701309698194
"36","FBgn0000092",-0.5192517208273
"37","FBgn0000094",0.268151628561589
"38","FBgn0000097",0.477867768462592
"39","FBgn0000100",-0.337755618534295
"40","FBgn0000108",0.149517470950084
"41","FBgn0000109",-0.310553286653502
"42","FBgn0000114",-0.155118783791116
"43","FBgn0000115",-0.498035721374056
"44","FBgn0000116",-0.193891342963114
"45","FBgn0000117",0.0145207722162573
"46","FBgn0000119",0.409520266934918
"47","FBgn0000120",-0.167728310764953
"48","FBgn0000121",-0.39390392997619
"49","FBgn0000137",2.68213289730407
"50","FBgn0000139",0.0958470272629092
"51","FBgn0000140",-1.09886166774862
"52","FBgn0000146",0.273275215256972
"53","FBgn0000147",-0.528222394015842
"54","FBgn0000150",-0.510813633446318
"55","FBgn0000152",-0.380169844250495
"56","FBgn0000153",0.0543524878312322
"57","FBgn0000157",0.218992552904784
"58","FBgn0000158",-2.76899941539847
"59","FBgn0000163",0.241488725876606
"60","FBgn0000166",-4.46185200524961
"61","FBgn0000173",-0.463252648934477
"62","FBgn0000179",-0.040723394044136
"63","FBgn0000180",0.214231245551155
"64","FBgn0000181",-0.189617248616345
"65","FBgn0000182",1.22779034869734
"66","FBgn0000183",-0.0387923098698324
"67","FBgn0000206",-0.0136108927217006
"68","FBgn0000212",0.477093957907411
"69","FBgn0000216",-4.92701204999342
"70","FBgn0000221",-0.146546664569617
"71","FBgn0000227",-5.92561425306387
"72","FBgn0000228",0.121723908279454
"73","FBgn0000229",-0.0754054705753121
"74","FBgn0000233",-0.311426469025709
"75","FBgn0000239",0.0962326792448588
"76","FBgn0000241",0.157527134722706
"77","FBgn0000244",0.103139936523467
"78","FBgn0000246",0.545279565910354
"79","FBgn0000247",0.722198613327621
"80","FBgn0000250",-0.175722783296895
"81","FBgn0000251",-0.618960599133415
"82","FBgn0000253",-0.261254050642045
"83","FBgn0000256",0.381711866475987
"84","FBgn0000257",-0.39449309502671
"85","FBgn0000259",-0.0180982484224178
"86","FBgn0000261",0.220732861633402
"87","FBgn0000273",-0.0749779003016056
"88","FBgn0000274",0.468087168451325
"89","FBgn0000276",-1.75451016820352
"90","FBgn0000277",-3.01260120403982
"91","FBgn0000278",-0.359828031492222
"92","FBgn0000279",-0.401718892962882
"93","FBgn0000280",NA
"94","FBgn0000281",NA
"95","FBgn0000283",0.231197684343994
"96","FBgn0000286",0.0430415014749085
"97","FBgn0000287",0.177008197684576
"98","FBgn0000289",0.259233984567285
"99","FBgn0000299",0.104074937561279
"100","FBgn0000303",-0.393023567356687
"101","FBgn0000307",0.712408025737177
"102","FBgn0000308",-0.106076286221512
