,ID,log2FoldChange
2932,FBgn0028962,0.100204375
2933,FBgn0028963,-3.015010842
2934,FBgn0028965,-0.268191641
2935,FBgn0028968,-0.140765236
2936,FBgn0028969,-0.257738204
2937,FBgn0028970,-0.154711906
2938,FBgn0028978,-0.366957086
2939,FBgn0028979,0.788721387
2940,FBgn0028980,0.042965386
2941,FBgn0028981,NA
2942,FBgn0028982,0.266234707
2943,FBgn0028983,-0.196774762
2944,FBgn0028984,0.002837121
2945,FBgn0028986,1.684070215
2946,FBgn0028987,2.084097168
2947,FBgn0028988,-0.088148211
2948,FBgn0028990,-0.172378683
2949,FBgn0028991,NA
2950,FBgn0028992,-0.220416505
2951,FBgn0028993,0.119837576
2952,FBgn0028996,0.38164538
2953,FBgn0028997,0.869688891
2954,FBgn0028999,-0.650845093
2955,FBgn0029002,-0.811969364
2956,FBgn0029003,0.066174297
2957,FBgn0029006,0.496043188
2958,FBgn0029067,0.167221847
2959,FBgn0029079,-1.376276467
2960,FBgn0029082,-0.041249968
2961,FBgn0029084,0.747063529
2962,FBgn0029088,0.293514666
2963,FBgn0029091,1.421657012
2964,FBgn0029092,-0.336680773
2965,FBgn0029093,-0.186547407
2966,FBgn0029094,-0.682162699
2967,FBgn0029095,0.077590876
2968,FBgn0029105,0.289641039
2969,FBgn0029113,-0.358788279
2970,FBgn0029114,0.447713485
2971,FBgn0029117,-0.464263904
2972,FBgn0029118,-0.848635678
2973,FBgn0029121,-0.036620557
2974,FBgn0029123,0.272803817
2975,FBgn0029131,-0.1170478
2976,FBgn0029133,-0.518993784
2977,FBgn0029134,-0.564425609
2978,FBgn0029137,-0.111929066
2979,FBgn0029147,0.130761874
2980,FBgn0029148,-0.62927196
2981,FBgn0029152,0.115970226
2982,FBgn0029153,3.928478083
2983,FBgn0029154,NA
2984,FBgn0029155,0.305785357
2985,FBgn0029157,0.649049427
2986,FBgn0029158,-0.386090351
2987,FBgn0029161,-0.229798624
2988,FBgn0029167,1.165881
2989,FBgn0029170,0.497352493
2990,FBgn0029172,-1.194752183
2991,FBgn0029174,-0.489638191
2992,FBgn0029175,0.081801203
2993,FBgn0029176,-0.230758327
2994,FBgn0029501,1.56340201
2995,FBgn0029502,-0.586381256
2996,FBgn0029503,-0.231283169
2997,FBgn0029504,0.035066658
2998,FBgn0029506,-0.009140992
2999,FBgn0029507,0.131583551
3000,FBgn0029508,-0.016131774
3001,FBgn0029512,-0.698391803
3002,FBgn0029514,-0.236834924
3003,FBgn0029518,0.340441017
3004,FBgn0029521,1.618530261
3005,FBgn0029522,-0.63890637
3006,FBgn0029523,-0.379422015
3007,FBgn0029524,-0.280792048
3008,FBgn0029525,-0.014841368
3009,FBgn0029526,0.029692011
3010,FBgn0029529,-0.644415985
3011,FBgn0029531,-2.183264287
3012,FBgn0029532,2.20882711
3013,FBgn0029535,1.86474732
3014,FBgn0029539,0.724354296
3015,FBgn0029552,1.131530167
3016,FBgn0029568,-1.887167213
3017,FBgn0029573,-1.518270888
3018,FBgn0029580,-0.371072445
3019,FBgn0029587,0.670351928
3020,FBgn0029588,-0.147567827
3021,FBgn0029589,-0.052093286
3022,FBgn0029590,0.654309204
3023,FBgn0029594,-0.262086994
3024,FBgn0029596,1.239659337
3025,FBgn0029603,0.734695436
3026,FBgn0029606,-1.300702347
3027,FBgn0029608,-0.750394942
3028,FBgn0029629,-0.334813145
3029,FBgn0029639,-0.310474394
3030,FBgn0029642,0.146249166
3031,FBgn0029643,-0.573345721
3032,FBgn0029644,0.595367427
3033,FBgn0029645,0.893109587
3034,FBgn0029646,-0.068663085
3035,FBgn0029647,-1.043727063
3036,FBgn0029648,-0.376534772
3037,FBgn0029649,NA
3038,FBgn0029656,0.80712018
3039,FBgn0029657,-0.178257852
3040,FBgn0029658,0.957223491
3041,FBgn0029659,0.773382472
3042,FBgn0029660,1.031824771
3043,FBgn0029661,1.651219793
3044,FBgn0029662,0.604376222
3045,FBgn0029663,0.271286091
3046,FBgn0029664,-0.362194352
3047,FBgn0029665,-0.432311274
3048,FBgn0029666,-0.008860477
3049,FBgn0029667,1.07345868
3050,FBgn0029669,0.17775834
3051,FBgn0029672,-0.368543882
3052,FBgn0029676,-0.530681051
3053,FBgn0029679,1.881230158
3054,FBgn0029681,-1.757085032
3055,FBgn0029685,0.189218212
3056,FBgn0029686,0.385427056
3057,FBgn0029687,-0.135443407
3058,FBgn0029688,0.328959562
3059,FBgn0029689,0.295904
3060,FBgn0029690,-1.000388008
3061,FBgn0029693,-0.085243526
3062,FBgn0029694,1.164874296
3063,FBgn0029696,NA
3064,FBgn0029697,1.840108099
3065,FBgn0029700,0.787371351
3066,FBgn0029701,0.485583922
3067,FBgn0029702,1.997449218
3068,FBgn0029703,1.675809644
3069,FBgn0029705,1.237439706
3070,FBgn0029706,-0.126302952
3071,FBgn0029707,1.195148492
3072,FBgn0029708,0.014680161
3073,FBgn0029709,-0.49131136
3074,FBgn0029710,0.375809305
3075,FBgn0029711,0.09353109
3076,FBgn0029712,-0.358595635
3077,FBgn0029713,-0.456838449
3078,FBgn0029714,-0.642637204
3079,FBgn0029715,-0.495541306
3080,FBgn0029716,NA
3081,FBgn0029717,0.973912319
3082,FBgn0029718,-0.844704612
3083,FBgn0029719,-0.368694431
3084,FBgn0029720,-0.363186477
3085,FBgn0029722,0.905256612
3086,FBgn0029723,0.068370067
3087,FBgn0029724,0.909430311
3088,FBgn0029725,1.050156429
3089,FBgn0029726,0.514679313
3090,FBgn0029727,1.738546989
3091,FBgn0029728,1.859611279
3092,FBgn0029729,0.346340907
3093,FBgn0029730,1.779719514
3094,FBgn0029733,-2.652804398
3095,FBgn0029736,-0.000156187
3096,FBgn0029737,-0.168046981
3097,FBgn0029740,0.289122337
3098,FBgn0029745,0.292865497
3099,FBgn0029746,NA
3100,FBgn0029747,2.151911034
3101,FBgn0029750,1.697582978
3102,FBgn0029751,0.882074703
3103,FBgn0029752,1.194139719
3104,FBgn0029753,1.279699135
3105,FBgn0029754,1.208550541
3106,FBgn0029755,-0.455830963
3107,FBgn0029756,0.209912756
3108,FBgn0029761,0.249885107
3109,FBgn0029762,0.015676581
3110,FBgn0029763,0.316249929
3111,FBgn0029765,-0.056085853
3112,FBgn0029766,-0.11461754
3113,FBgn0029768,0.055348833
3114,FBgn0029769,-0.136194871
3115,FBgn0029770,-1.751768764
3116,FBgn0029771,-0.549191891
3117,FBgn0029778,0.220674561
3118,FBgn0029783,-0.360741127
3119,FBgn0029785,-0.474684672
3120,FBgn0029789,0.038554818
3121,FBgn0029791,-0.310637436
3122,FBgn0029795,0.582086746
3123,FBgn0029798,0.977194041
3124,FBgn0029799,0.001994569
3125,FBgn0029800,-0.451025298
3126,FBgn0029801,-0.179887219
3127,FBgn0029804,-0.405333791
3128,FBgn0029807,-3.439485434
3129,FBgn0029809,0.318515446
3130,FBgn0029810,-0.345197857
3131,FBgn0029811,-1.030443764
3132,FBgn0029812,0.233155377
3133,FBgn0029813,0.251771379
3134,FBgn0029814,0.243914474
3135,FBgn0029816,0.195754357
3136,FBgn0029817,0.441199552
3137,FBgn0029818,-0.276924142
3138,FBgn0029819,0.097631402
3139,FBgn0029820,-0.181377756
3140,FBgn0029821,0.564150462
3141,FBgn0029822,0.363503506
3142,FBgn0029823,-0.414142177
3143,FBgn0029824,-0.02627311
3144,FBgn0029825,-0.225790505
3145,FBgn0029826,0.376356245
3146,FBgn0029827,1.352805099
3147,FBgn0029828,0.016207843
3148,FBgn0029830,0.030741475
3149,FBgn0029831,-0.00348024
3150,FBgn0029833,-1.736791548
3151,FBgn0029834,0.687717551
3152,FBgn0029835,0.173001562
3153,FBgn0029836,-0.837624953
3154,FBgn0029837,0.217568083
3155,FBgn0029838,0.300572282
3156,FBgn0029839,-0.174651848
3157,FBgn0029840,0.39070078
3158,FBgn0029843,-0.03903361
3159,FBgn0029848,0.420358896
3160,FBgn0029849,-0.039090847
3161,FBgn0029851,-2.104808932
3162,FBgn0029853,-0.364645272
3163,FBgn0029854,-0.269528771
3164,FBgn0029856,1.137925428
3165,FBgn0029857,-0.388664386
3166,FBgn0029858,0.322433658
3167,FBgn0029859,0.801136179
3168,FBgn0029860,-0.322296808
3169,FBgn0029861,0.183986876
3170,FBgn0029863,-0.726910288
3171,FBgn0029864,0.066624741
3172,FBgn0029866,-0.282859957
3173,FBgn0029867,-0.152627419
3174,FBgn0029868,-0.289397126
3175,FBgn0029870,-0.025007888
3176,FBgn0029873,0.120753283
3177,FBgn0029874,-0.16462833
3178,FBgn0029877,0.819113378
3179,FBgn0029878,0.197380997
3180,FBgn0029879,-1.275412135
3181,FBgn0029880,4.132192329
3182,FBgn0029881,0.638662828
3183,FBgn0029882,-0.613025521
3184,FBgn0029885,-0.503770232
3185,FBgn0029887,-0.052984382
3186,FBgn0029888,-0.333934193
3187,FBgn0029890,0.691100651
3188,FBgn0029891,-0.299720624
3189,FBgn0029892,-1.082490212
3190,FBgn0029893,-0.105704923
3191,FBgn0029894,0.215170562
3192,FBgn0029895,0.574148566
3193,FBgn0029896,0.587776113
3194,FBgn0029897,-0.721467458
3195,FBgn0029898,-0.473505173
3196,FBgn0029903,0.387315104
3197,FBgn0029905,0.020713492
3198,FBgn0029906,-0.406947248
3199,FBgn0029907,-0.481228855
3200,FBgn0029909,0.928358133
3201,FBgn0029911,-0.073305695
3202,FBgn0029912,-0.021783925
3203,FBgn0029913,-0.250319923
3204,FBgn0029914,0.01347201
3205,FBgn0029915,-1.005471343
3206,FBgn0029920,-1.145820469
3207,FBgn0029922,0.023815788
3208,FBgn0029924,-0.952723132
3209,FBgn0029925,-0.438939791
3210,FBgn0029928,-0.006356021
3211,FBgn0029929,-0.911699616
3212,FBgn0029930,-0.109511452
3213,FBgn0029931,-3.478949314
3214,FBgn0029932,-0.132088888
3215,FBgn0029935,0.136069089
3216,FBgn0029936,-0.131213694
3217,FBgn0029937,-0.395574969
3218,FBgn0029939,0.310850245
3219,FBgn0029940,1.424796222
3220,FBgn0029941,0.326484752
3221,FBgn0029942,-0.296383145
3222,FBgn0029943,-0.10499665
3223,FBgn0029944,-0.098906779
3224,FBgn0029945,1.084939772
3225,FBgn0029946,1.178812096
3226,FBgn0029947,1.221781218
3227,FBgn0029948,-3.746984717
3228,FBgn0029949,1.3971635
3229,FBgn0029950,-0.197429727
3230,FBgn0029951,1.890880526
3231,FBgn0029952,1.130481294
3232,FBgn0029955,-0.075523023
3233,FBgn0029957,-0.134201823
3234,FBgn0029958,-0.231691105
3235,FBgn0029959,0.107054671
3236,FBgn0029961,-0.328933761
3237,FBgn0029962,-0.087363949
3238,FBgn0029963,1.4887235
3239,FBgn0029964,1.146923908
3240,FBgn0029965,0.893109587
3241,FBgn0029966,-0.814299596
3242,FBgn0029968,-1.550339092
3243,FBgn0029969,-0.67199063
3244,FBgn0029970,-1.733314367
3245,FBgn0029971,NA
3246,FBgn0029974,0.284389494
3247,FBgn0029975,-0.174890667
3248,FBgn0029976,0.380049235
3249,FBgn0029977,-0.53091978
3250,FBgn0029979,0.226318602
3251,FBgn0029980,-0.62360172
3252,FBgn0029986,1.411368738
3253,FBgn0029987,-0.140982323
3254,FBgn0029989,1.281113329
3255,FBgn0029990,-0.21032834
3256,FBgn0029992,0.705846487
3257,FBgn0029993,1.59663679
3258,FBgn0029994,0.089286621
3259,FBgn0029995,-0.425626617
3260,FBgn0029996,-0.01809549
3261,FBgn0029997,0.377927721
3262,FBgn0029999,-0.856864126
3263,FBgn0030000,-0.601233645
3264,FBgn0030001,-0.325939845
3265,FBgn0030003,-0.11579735
3266,FBgn0030004,0.685514935
3267,FBgn0030005,0.497844429
3268,FBgn0030006,-0.584786262
3269,FBgn0030007,-0.556432081
3270,FBgn0030008,0.073991261
3271,FBgn0030009,3.352869045
3272,FBgn0030010,0.375252071
3273,FBgn0030011,-0.156940372
3274,FBgn0030012,-0.339282282
3275,FBgn0030013,-0.281497099
3276,FBgn0030014,0.942770399
3277,FBgn0030015,0.963052025
3278,FBgn0030016,-0.130035467
3279,FBgn0030017,0.162705489
3280,FBgn0030018,0.234336537
3281,FBgn0030025,-0.0803283
3282,FBgn0030026,-0.572439387
3283,FBgn0030027,-0.131433245
3284,FBgn0030028,-0.142759625
3285,FBgn0030029,-0.144115736
3286,FBgn0030030,-0.013929909
3287,FBgn0030033,2.403467611
3288,FBgn0030034,0.031528778
3289,FBgn0030035,-0.355181422
3290,FBgn0030037,-0.098962314
3291,FBgn0030038,-0.055224746
3292,FBgn0030039,-0.268692915
3293,FBgn0030040,0.862891196
3294,FBgn0030041,-0.178902986
3295,FBgn0030048,-0.046738789
3296,FBgn0030049,-0.024395293
3297,FBgn0030050,0.864156533
3298,FBgn0030051,-0.306196644
3299,FBgn0030052,0.137309055
3300,FBgn0030053,-0.308821391
3301,FBgn0030054,-0.713592705
3302,FBgn0030055,0.144145123
3303,FBgn0030056,-0.103405001
3304,FBgn0030057,-0.29814294
3305,FBgn0030058,-0.437921004
3306,FBgn0030060,-0.2696695
3307,FBgn0030061,-0.233739668
3308,FBgn0030063,-0.248352461
3309,FBgn0030065,0.116170628
3310,FBgn0030066,-0.296584651
3311,FBgn0030067,-0.675454556
3312,FBgn0030071,-0.626324568
3313,FBgn0030073,-0.408595781
3314,FBgn0030074,-1.577532557
3315,FBgn0030077,-0.282120773
3316,FBgn0030078,-0.562321176
3317,FBgn0030081,-0.303504472
3318,FBgn0030082,-0.489723771
3319,FBgn0030085,0.422077212
3320,FBgn0030086,-0.643299156
3321,FBgn0030087,0.310929926
3322,FBgn0030088,-0.083290145
3323,FBgn0030089,0.276707405
3324,FBgn0030090,-0.201046425
3325,FBgn0030091,0.0065607
3326,FBgn0030092,0.09964321
3327,FBgn0030093,0.24369073
3328,FBgn0030096,-0.321692159
3329,FBgn0030097,-0.5737182
3330,FBgn0030098,-0.359142335
3331,FBgn0030099,-0.62435666
3332,FBgn0030100,-0.401452719
3333,FBgn0030101,-0.225586002
3334,FBgn0030102,-1.006819241
3335,FBgn0030103,-1.239528838
3336,FBgn0030104,0.102602768
3337,FBgn0030105,-1.153974779
3338,FBgn0030107,-0.293603032
3339,FBgn0030108,0.657201763
3340,FBgn0030109,0.16395436
3341,FBgn0030114,-0.776306025
3342,FBgn0030116,1.272777485
3343,FBgn0030117,NA
3344,FBgn0030120,2.525416142
3345,FBgn0030121,0.082092191
3346,FBgn0030122,-0.771857627
3347,FBgn0030136,-0.556690209
3348,FBgn0030137,0.520976666
3349,FBgn0030141,0.291939574
3350,FBgn0030148,1.513530561
3351,FBgn0030151,-0.335290925
3352,FBgn0030156,-0.972774672
3353,FBgn0030157,0.345833656
3354,FBgn0030158,-0.775505044
3355,FBgn0030159,0.017773537
3356,FBgn0030160,-0.045232835
3357,FBgn0030161,-2.094576925
3358,FBgn0030162,-0.56344532
3359,FBgn0030163,1.15830999
3360,FBgn0030164,0.48642554
3361,FBgn0030167,-1.379159381
3362,FBgn0030170,-1.842143607
3363,FBgn0030174,0.020127849
3364,FBgn0030177,-0.214825784
3365,FBgn0030178,-0.562046273
3366,FBgn0030181,0.618837991
3367,FBgn0030183,0.241234368
3368,FBgn0030186,-2.983621989
3369,FBgn0030187,-0.181411772
3370,FBgn0030189,-0.107474907
3371,FBgn0030191,1.21367106
3372,FBgn0030195,0.349746298
3373,FBgn0030196,-0.150056478
3374,FBgn0030200,4.349046512
3375,FBgn0030202,NA
3376,FBgn0030204,2.795018691
3377,FBgn0030206,0.166509525
3378,FBgn0030207,0.327220308
3379,FBgn0030208,-0.004065452
3380,FBgn0030215,0.717550199
3381,FBgn0030217,-0.123492653
3382,FBgn0030218,0.026228895
3383,FBgn0030221,0.905980189
3384,FBgn0030222,1.38807309
3385,FBgn0030223,0.559132412
3386,FBgn0030224,0.504945272
3387,FBgn0030228,0.479207085
3388,FBgn0030230,0.236331445
3389,FBgn0030234,0.162303143
3390,FBgn0030237,-0.231549264
3391,FBgn0030239,-0.456151832
3392,FBgn0030240,0.124714811
3393,FBgn0030241,-0.758108309
3394,FBgn0030242,0.969928963
3395,FBgn0030243,0.609319306
3396,FBgn0030244,-0.958080225
3397,FBgn0030245,0.023579843
3398,FBgn0030246,-0.220433594
3399,FBgn0030247,1.565304638
3400,FBgn0030251,0.237446949
3401,FBgn0030257,0.062312133
3402,FBgn0030258,-0.40070678
3403,FBgn0030259,-0.111681473
3404,FBgn0030260,-0.605546008
3405,FBgn0030261,-0.82275549
3406,FBgn0030262,-0.344372131
3407,FBgn0030263,-0.693883946
3408,FBgn0030266,0.516920246
3409,FBgn0030268,0.255834961
3410,FBgn0030269,-0.184750987
3411,FBgn0030270,-0.826064652
3412,FBgn0030271,-0.716128484
3413,FBgn0030272,-0.826983043
3414,FBgn0030274,-0.112936968
3415,FBgn0030276,0.421633715
3416,FBgn0030277,0.683685047
3417,FBgn0030278,0.502063922
3418,FBgn0030280,0.153656604
3419,FBgn0030283,0.319002144
3420,FBgn0030286,-0.014713594
3421,FBgn0030289,0.029588859
3422,FBgn0030290,0.306930193
3423,FBgn0030291,-0.992622944
3424,FBgn0030292,-0.346637733
3425,FBgn0030293,0.226847329
3426,FBgn0030294,-0.727536082
3427,FBgn0030296,0.639832444
3428,FBgn0030297,1.476857912
3429,FBgn0030298,NA
3430,FBgn0030300,0.121014758
3431,FBgn0030301,0.00207994
3432,FBgn0030304,0.093677004
3433,FBgn0030305,-0.165909305
3434,FBgn0030306,-0.293745294
3435,FBgn0030307,1.848310935
3436,FBgn0030309,0.103603447
3437,FBgn0030310,-0.135799457
3438,FBgn0030311,-0.312333177
3439,FBgn0030313,0.854882858
3440,FBgn0030314,-0.238172079
3441,FBgn0030316,-0.516628551
3442,FBgn0030317,-0.567127064
3443,FBgn0030318,-0.045833876
3444,FBgn0030319,0.536624726
3445,FBgn0030320,0.140344756
3446,FBgn0030321,0.021789853
3447,FBgn0030323,-0.447251459
3448,FBgn0030326,1.092751572
3449,FBgn0030327,-0.12040061
3450,FBgn0030328,0.020028767
3451,FBgn0030329,-0.387091565
3452,FBgn0030330,-0.23424993
3453,FBgn0030331,1.112336396
3454,FBgn0030332,1.780061767
3455,FBgn0030334,-0.170403662
3456,FBgn0030336,0.049500086
3457,FBgn0030338,0.893109587
3458,FBgn0030339,0.293045975
3459,FBgn0030340,-2.611464322
3460,FBgn0030341,-0.121510539
3461,FBgn0030342,-0.059570292
3462,FBgn0030343,0.283990256
3463,FBgn0030344,0.227166751
3464,FBgn0030345,-0.275505131
3465,FBgn0030346,-0.354310816
3466,FBgn0030347,0.722142108
3467,FBgn0030348,-0.565370724
3468,FBgn0030349,1.334456001
3469,FBgn0030350,-0.4154975
3470,FBgn0030351,0.042218817
3471,FBgn0030352,-0.423013473
3472,FBgn0030354,0.416313496
3473,FBgn0030356,0.919751432
3474,FBgn0030357,-0.668934393
3475,FBgn0030358,0.094756439
3476,FBgn0030359,1.029597844
3477,FBgn0030360,-0.407808598
3478,FBgn0030361,-0.016432614
3479,FBgn0030362,0.210465517
3480,FBgn0030364,-0.342334715
3481,FBgn0030365,-0.537102035
3482,FBgn0030366,0.391528912
3483,FBgn0030367,-0.11674536
3484,FBgn0030369,-0.000385938
3485,FBgn0030370,1.453188215
3486,FBgn0030373,-2.175425912
3487,FBgn0030374,0.585115256
3488,FBgn0030375,1.93537148
3489,FBgn0030376,2.73650301
3490,FBgn0030377,1.711703064
3491,FBgn0030384,1.105579917
3492,FBgn0030385,-0.502196428
3493,FBgn0030386,0.851018149
3494,FBgn0030389,-1.174772467
3495,FBgn0030390,-5.242008165
3496,FBgn0030391,-0.099448978
3497,FBgn0030394,-0.544437045
3498,FBgn0030395,-0.707870484
3499,FBgn0030396,-0.110489659
3500,FBgn0030398,-1.485799021
3501,FBgn0030400,0.060147653
3502,FBgn0030403,0.088295892
3503,FBgn0030406,-0.000581899
3504,FBgn0030407,-0.462697839
3505,FBgn0030408,-0.097421093
3506,FBgn0030409,0.098051777
3507,FBgn0030410,-0.371619698
3508,FBgn0030411,-0.272660933
3509,FBgn0030412,0.612068707
3510,FBgn0030417,0.368773087
3511,FBgn0030418,-0.04704592
3512,FBgn0030420,0.247689755
3513,FBgn0030421,0.338751967
3514,FBgn0030425,-0.048179179
3515,FBgn0030429,1.541706524
3516,FBgn0030431,-0.428527458
3517,FBgn0030432,-0.137666
3518,FBgn0030433,-0.904121065
3519,FBgn0030434,-0.443173498
3520,FBgn0030435,0.066745963
3521,FBgn0030437,0.278812203
3522,FBgn0030438,-1.098139614
3523,FBgn0030439,-0.062507772
3524,FBgn0030440,-0.162795717
3525,FBgn0030441,0.984669265
3526,FBgn0030443,-0.068663085
3527,FBgn0030447,-0.580238484
3528,FBgn0030449,-0.212416603
3529,FBgn0030451,-0.406543506
3530,FBgn0030452,-0.197086397
3531,FBgn0030455,0.798345742
3532,FBgn0030456,-0.252664638
3533,FBgn0030457,-0.043939419
3534,FBgn0030459,2.125556976
3535,FBgn0030460,-0.382758987
3536,FBgn0030462,1.143861777
3537,FBgn0030465,-0.099689548
3538,FBgn0030466,0.408148371
3539,FBgn0030467,-0.051812672
3540,FBgn0030468,-0.265090705
3541,FBgn0030474,-0.236298011
3542,FBgn0030477,0.459948109
3543,FBgn0030478,-0.090483001
3544,FBgn0030479,0.042024553
3545,FBgn0030480,-0.355504976
3546,FBgn0030481,-0.413789493
3547,FBgn0030482,0.307295676
3548,FBgn0030483,1.636402191
3549,FBgn0030484,0.214642733
3550,FBgn0030485,0.097945454
3551,FBgn0030486,0.485875013
3552,FBgn0030492,1.638998092
3553,FBgn0030493,NA
3554,FBgn0030494,0.893109587
3555,FBgn0030495,1.638998092
3556,FBgn0030499,0.122519279
3557,FBgn0030500,-0.753716997
3558,FBgn0030501,-2.170500313
3559,FBgn0030502,0.273486561
3560,FBgn0030503,0.229815979
3561,FBgn0030504,-0.146863895
3562,FBgn0030505,0.613893644
3563,FBgn0030506,0.097678408
3564,FBgn0030507,-0.719090508
3565,FBgn0030508,0.408427183
3566,FBgn0030509,0.536868016
3567,FBgn0030510,-0.644890491
3568,FBgn0030511,-0.190791545
3569,FBgn0030512,0.07831214
3570,FBgn0030514,-0.06836125
3571,FBgn0030518,-0.365257839
3572,FBgn0030519,0.054325892
3573,FBgn0030520,-0.226837753
3574,FBgn0030521,-0.254576366
3575,FBgn0030522,-0.137183711
3576,FBgn0030524,0.922837106
3577,FBgn0030525,0.986865114
3578,FBgn0030528,-0.14718336
3579,FBgn0030529,-0.164285364
3580,FBgn0030530,-0.073201761
3581,FBgn0030536,1.464037456
3582,FBgn0030537,0.893109587
3583,FBgn0030538,0.01585133
3584,FBgn0030539,-1.739196405
3585,FBgn0030540,0.893109587
3586,FBgn0030541,-2.397229517
3587,FBgn0030542,NA
3588,FBgn0030543,-1.163779325
3589,FBgn0030544,-3.16194863
3590,FBgn0030545,-0.249954698
3591,FBgn0030551,-5.227910871
3592,FBgn0030552,-0.445830009
3593,FBgn0030554,-0.528133696
3594,FBgn0030555,0.002067287
3595,FBgn0030556,-0.210826629
3596,FBgn0030558,-0.262577205
3597,FBgn0030559,-0.162837321
3598,FBgn0030562,0.131852787
3599,FBgn0030563,0.035545897
3600,FBgn0030566,1.157993846
3601,FBgn0030569,0.794191668
3602,FBgn0030570,0.893109587
3603,FBgn0030571,-0.170957658
3604,FBgn0030572,-0.586413674
3605,FBgn0030573,-0.227258199
3606,FBgn0030574,0.436396053
3607,FBgn0030575,-0.072599207
3608,FBgn0030576,-0.045230109
3609,FBgn0030577,0.518300064
3610,FBgn0030578,1.274419562
3611,FBgn0030581,0.372900465
3612,FBgn0030582,0.68714413
3613,FBgn0030583,0.721333674
3614,FBgn0030584,-0.433321891
3615,FBgn0030586,0.509307417
3616,FBgn0030587,-0.990603262
3617,FBgn0030588,-0.393344137
3618,FBgn0030589,0.233912466
3619,FBgn0030590,1.193376316
3620,FBgn0030592,1.284514433
3621,FBgn0030593,0.000122653
3622,FBgn0030594,1.78320253
3623,FBgn0030595,-0.28993786
3624,FBgn0030596,-2.307233314
3625,FBgn0030597,-0.199718062
3626,FBgn0030598,-2.514742122
3627,FBgn0030599,0.96097632
3628,FBgn0030600,0.670996738
3629,FBgn0030603,0.202140217
3630,FBgn0030605,-0.402997929
3631,FBgn0030607,-1.147048825
3632,FBgn0030608,0.203275308
3633,FBgn0030610,-1.057567119
3634,FBgn0030611,-0.580792211
3635,FBgn0030612,-0.100190899
3636,FBgn0030613,0.480070455
3637,FBgn0030614,1.140920092
3638,FBgn0030615,-0.179512904
3639,FBgn0030616,-0.501594271
3640,FBgn0030617,0.614701078
3641,FBgn0030620,0.794216349
3642,FBgn0030622,0.743737737
3643,FBgn0030623,1.729602594
3644,FBgn0030624,1.137556413
3645,FBgn0030625,0.498497108
3646,FBgn0030628,-0.870015096
3647,FBgn0030629,-0.009733768
3648,FBgn0030630,-0.212268602
3649,FBgn0030631,0.012119049
3650,FBgn0030634,0.153239561
3651,FBgn0030638,-0.023236318
3652,FBgn0030640,1.63891183
3653,FBgn0030641,-0.53123402
3654,FBgn0030642,-0.903310101
3655,FBgn0030643,-0.447373992
3656,FBgn0030645,-0.658908705
3657,FBgn0030647,1.38054282
3658,FBgn0030648,-0.076548275
3659,FBgn0030653,-0.721934992
3660,FBgn0030654,-0.366455416
3661,FBgn0030655,-0.489217233
3662,FBgn0030657,-0.433072188
3663,FBgn0030658,-0.129678578
3664,FBgn0030659,-0.589700758
3665,FBgn0030660,0.020450268
3666,FBgn0030661,0.719958556
3667,FBgn0030662,0.701908531
3668,FBgn0030663,4.080088206
3669,FBgn0030664,0.237955034
3670,FBgn0030665,-1.303183059
3671,FBgn0030666,-3.771456156
3672,FBgn0030667,2.228784307
3673,FBgn0030668,-0.210859454
3674,FBgn0030669,-0.764021548
3675,FBgn0030670,-0.394072766
3676,FBgn0030671,-0.137046782
3677,FBgn0030672,0.137081572
3678,FBgn0030673,0.190741428
3679,FBgn0030674,0.641119404
3680,FBgn0030675,-0.188980882
3681,FBgn0030676,-0.670972747
3682,FBgn0030678,-0.27089194
3683,FBgn0030679,-0.614371769
3684,FBgn0030680,0.272241064
3685,FBgn0030683,0.131136496
3686,FBgn0030684,0.554622612
3687,FBgn0030685,0.263173849
3688,FBgn0030686,-0.526388829
3689,FBgn0030687,0.045451043
3690,FBgn0030688,1.794571736
3691,FBgn0030691,1.450206575
3692,FBgn0030692,-0.224110602
3693,FBgn0030693,-0.166646753
3694,FBgn0030694,-0.532269797
3695,FBgn0030695,0.040389367
3696,FBgn0030696,1.296791909
3697,FBgn0030697,2.217596004
3698,FBgn0030699,-0.062622987
3699,FBgn0030700,-0.046000911
3700,FBgn0030701,0.308851334
3701,FBgn0030703,0.060005534
3702,FBgn0030704,-0.783418325
3703,FBgn0030706,0.395400659
3704,FBgn0030707,-0.182534586
3705,FBgn0030710,0.233551496
3706,FBgn0030711,-0.294374478
3707,FBgn0030715,0.019102776
3708,FBgn0030716,-0.230994076
3709,FBgn0030717,-0.35735978
3710,FBgn0030718,-0.47144205
3711,FBgn0030719,-0.055050616
3712,FBgn0030720,-0.174910699
3713,FBgn0030721,1.312979348
3714,FBgn0030722,1.188757715
3715,FBgn0030723,0.100559597
3716,FBgn0030724,-0.210895388
3717,FBgn0030725,1.345112483
3718,FBgn0030729,-0.377522981
3719,FBgn0030731,0.132112054
3720,FBgn0030733,-0.319034058
3721,FBgn0030734,-0.056646948
3722,FBgn0030735,0.447181293
3723,FBgn0030738,-0.085663685
3724,FBgn0030739,0.09887925
3725,FBgn0030740,-0.093115851
3726,FBgn0030742,0.079745055
3727,FBgn0030743,-0.221364034
3728,FBgn0030744,-0.017425032
3729,FBgn0030745,0.001351896
3730,FBgn0030746,-0.850748447
3731,FBgn0030747,0.702810924
